customerID,tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,TechSupport,NumServices,Churn
C11301,17,Two year,Bank transfer,19.99,350.84,0,4,0
C11302,3,Month-to-month,Credit card,51.22,157.27,0,4,1
C11303,9,Month-to-month,Bank transfer,91.73,872.0,1,1,1
C11304,62,Month-to-month,Credit card,24.05,1424.31,0,6,0
C11305,14,Month-to-month,Electronic check,51.1,768.9,1,3,0
C11306,71,Month-to-month,Mailed check,51.44,3790.71,1,5,0
C11307,40,Two year,Bank transfer,110.32,4134.03,1,4,0
C11308,42,Month-to-month,Bank transfer,44.05,1709.19,0,3,0
C11309,62,One year,Electronic check,111.12,6979.99,1,1,0
C11310,41,One year,Credit card,46.83,2010.05,1,2,0
C11311,14,Month-to-month,Electronic check,76.54,1125.55,1,4,0
C11312,35,Month-to-month,Mailed check,84.35,3039.54,0,3,0
C11313,55,Two year,Credit card,76.62,3808.6,0,7,0
C11314,33,Two year,Bank transfer,72.3,2573.55,0,6,0
C11315,24,One year,Mailed check,49.47,1195.22,0,1,0
C11316,16,Month-to-month,Electronic check,51.4,848.42,1,4,1
C11317,34,Month-to-month,Mailed check,96.78,3539.04,0,3,0
C11318,48,Month-to-month,Mailed check,56.8,2671.42,1,8,0
C11319,15,Month-to-month,Mailed check,69.68,1098.84,0,3,1
C11320,45,One year,Bank transfer,60.34,2878.1,0,2,0
C11321,14,Two year,Electronic check,18.74,286.58,1,7,0
C11322,39,Two year,Credit card,114.49,4911.36,1,4,0
C11323,49,Two year,Electronic check,115.03,5123.97,1,6,0
C11324,1,Month-to-month,Mailed check,32.3,29.47,1,1,0
C11325,37,Month-to-month,Credit card,101.97,3527.38,1,3,0
C11326,23,Month-to-month,Electronic check,98.23,2125.57,0,8,1
C11327,33,One year,Electronic check,97.89,3481.58,1,1,1
C11328,52,Month-to-month,Credit card,95.78,4582.23,0,3,0
C11329,53,Two year,Electronic check,116.81,6631.9,1,7,0
C11330,0,Month-to-month,Credit card,109.75,0.0,1,3,1
C11331,12,Month-to-month,Mailed check,30.83,349.65,0,3,1
C11332,51,Month-to-month,Electronic check,43.48,2319.5,1,3,0
C11333,59,One year,Bank transfer,95.51,5547.21,0,6,0
C11334,4,One year,Credit card,82.45,297.76,0,3,0
C11335,30,Month-to-month,Bank transfer,19.19,616.88,1,8,0
C11336,51,Month-to-month,Mailed check,64.23,3025.35,1,8,0
C11337,43,Month-to-month,Mailed check,44.04,1955.55,1,8,0
C11338,66,Month-to-month,Bank transfer,61.5,3729.88,0,3,0
C11339,15,One year,Bank transfer,30.88,458.81,1,5,0
C11340,64,Month-to-month,Mailed check,32.45,1951.64,0,1,0
C11341,19,One year,Electronic check,99.63,1966.3,1,4,0
C11342,20,Month-to-month,Mailed check,82.76,1668.71,0,3,0
C11343,25,Month-to-month,Credit card,48.24,1198.28,1,8,1
C11344,0,Month-to-month,Bank transfer,39.29,0.0,0,1,0
C11345,61,Two year,Mailed check,57.91,3455.5,0,7,0
C11346,9,Month-to-month,Bank transfer,32.32,304.03,1,2,0
C11347,26,Month-to-month,Bank transfer,95.58,2495.33,0,2,0
C11348,60,Month-to-month,Credit card,48.48,2707.32,0,8,0
C11349,43,Two year,Electronic check,56.91,2509.24,1,2,0
C11350,62,One year,Mailed check,71.33,4193.64,0,6,0
C11351,55,Month-to-month,Electronic check,106.25,6316.78,1,5,0
C11352,32,Two year,Electronic check,19.32,628.85,1,4,0
C11353,34,Month-to-month,Credit card,75.19,2322.34,1,7,1
C11354,12,One year,Electronic check,116.61,1421.74,0,6,0
C11355,50,One year,Electronic check,53.43,2710.69,1,8,0
C11356,55,One year,Electronic check,40.04,2259.69,0,1,0
C11357,52,Two year,Credit card,104.64,5787.75,1,6,0
C11358,31,Month-to-month,Electronic check,51.1,1492.03,1,3,0
C11359,41,One year,Bank transfer,97.66,4289.67,0,8,0
C11360,29,Month-to-month,Bank transfer,28.33,790.83,0,7,0
C11361,48,Month-to-month,Credit card,53.76,2711.97,1,6,0
C11362,14,Month-to-month,Bank transfer,110.7,1518.18,1,3,0
C11363,11,One year,Credit card,104.93,1161.81,0,6,0
C11364,13,Two year,Bank transfer,80.57,1152.03,0,6,0
C11365,70,Month-to-month,Bank transfer,20.69,1374.54,0,4,0
C11366,27,Month-to-month,Bank transfer,42.86,1235.43,0,8,0
C11367,72,Month-to-month,Mailed check,104.49,7894.62,1,7,0
C11368,33,Month-to-month,Bank transfer,109.81,3652.99,0,6,1
C11369,41,Two year,Mailed check,99.15,4456.23,0,2,0
C11370,60,Month-to-month,Electronic check,100.34,6282.37,0,6,0
C11371,28,Month-to-month,Electronic check,64.94,1851.44,1,8,1
C11372,2,One year,Electronic check,109.38,199.67,1,3,0
C11373,35,One year,Electronic check,90.79,3307.44,1,7,0
C11374,27,One year,Bank transfer,72.92,1863.53,1,6,0
C11375,52,Month-to-month,Bank transfer,106.0,5608.4,0,6,0
C11376,8,Month-to-month,Mailed check,92.72,791.57,0,3,1
C11377,15,Month-to-month,Electronic check,114.51,1676.87,1,7,0
C11378,23,Month-to-month,Bank transfer,36.1,830.25,1,5,0
C11379,29,Month-to-month,Electronic check,52.65,1380.39,0,5,0
C11380,7,One year,Electronic check,35.19,237.8,0,1,0
C11381,72,One year,Electronic check,115.48,7785.4,0,8,0
C11382,19,One year,Mailed check,108.93,2199.79,0,3,0
C11383,68,Two year,Electronic check,100.33,6287.25,1,5,0
C11384,21,Two year,Credit card,37.7,861.02,0,6,0
C11385,49,One year,Electronic check,86.21,4009.88,0,6,0
C11386,62,Month-to-month,Credit card,22.24,1464.62,0,8,0
C11387,12,Two year,Electronic check,85.68,1080.99,1,7,0
C11388,17,Month-to-month,Mailed check,47.88,,1,7,1
C11389,13,Month-to-month,Credit card,80.19,1145.11,1,8,0
C11390,7,Month-to-month,Electronic check,37.18,280.67,0,5,0
C11391,22,One year,Electronic check,72.5,1558.28,0,5,0
C11392,55,One year,Mailed check,69.89,3535.4,0,4,0
C11393,40,Month-to-month,Mailed check,68.52,2972.17,0,1,1
C11394,37,Month-to-month,Mailed check,85.28,3462.75,1,3,0
C11395,51,Month-to-month,Mailed check,79.07,4178.06,1,7,0
C11396,39,Month-to-month,Bank transfer,59.74,2480.63,0,7,0
C11397,24,Two year,Credit card,43.85,955.96,0,7,0
C11398,28,Month-to-month,Electronic check,29.76,780.51,1,2,0
C11399,32,Two year,Credit card,47.05,1612.65,1,5,0
C11400,50,Two year,Mailed check,114.92,5317.48,1,4,0
C11401,13,Month-to-month,Electronic check,102.98,1409.03,0,2,0
C11402,47,Month-to-month,Mailed check,63.09,3124.49,0,4,0
C11403,1,Two year,Bank transfer,105.67,102.5,1,3,1
C11404,50,Month-to-month,Bank transfer,69.57,3567.0,0,3,0
C11405,3,Two year,Electronic check,104.03,289.83,1,3,0
C11406,8,Month-to-month,Electronic check,81.1,631.98,0,6,1
C11407,29,Month-to-month,Electronic check,75.4,2342.72,1,2,0
C11408,69,Month-to-month,Credit card,113.6,8129.38,1,5,0
C11409,30,One year,Bank transfer,53.2,1729.88,1,8,0
C11410,46,Month-to-month,Bank transfer,82.98,4198.13,0,7,0
C11411,2,Month-to-month,Bank transfer,32.69,68.13,1,7,0
C11412,51,Month-to-month,Bank transfer,39.23,2154.23,1,7,0
C11413,49,Month-to-month,Bank transfer,51.25,2623.41,1,3,0
C11414,24,One year,Bank transfer,109.84,2712.08,1,6,0
C11415,13,Month-to-month,Credit card,48.63,594.18,1,1,0
C11416,49,Two year,Credit card,36.39,1852.28,1,1,0
C11417,34,Two year,Mailed check,83.41,2785.62,0,3,0
C11418,16,One year,Credit card,50.25,,0,2,1
C11419,6,Month-to-month,Electronic check,49.96,314.36,1,4,0
C11420,8,Month-to-month,Bank transfer,77.51,600.07,1,8,1
C11421,71,Month-to-month,Mailed check,34.65,2292.01,0,7,0
C11422,35,One year,Mailed check,117.56,3783.02,0,8,1
C11423,60,Month-to-month,Mailed check,96.25,5873.05,1,8,0
C11424,62,Two year,Bank transfer,108.33,6137.35,0,6,0
C11425,50,Two year,Electronic check,119.28,5716.31,0,6,0
C11426,45,One year,Credit card,19.63,859.54,1,3,0
C11427,66,Two year,Electronic check,67.94,4618.03,0,1,0
C11428,55,Month-to-month,Bank transfer,94.5,5023.82,1,2,1
C11429,1,One year,Electronic check,48.88,47.71,0,8,1
C11430,48,Month-to-month,Credit card,59.53,3110.56,1,3,0
C11431,62,Month-to-month,Electronic check,111.16,,0,6,0
C11432,16,Two year,Electronic check,42.78,624.92,0,6,0
C11433,11,Two year,Electronic check,91.76,939.97,1,2,0
C11434,58,One year,Bank transfer,98.19,5189.49,0,2,0
C11435,10,Month-to-month,Electronic check,18.39,167.35,0,4,1
C11436,67,Month-to-month,Mailed check,90.24,6008.85,1,3,0
C11437,7,Month-to-month,Electronic check,26.11,169.75,0,5,0
C11438,15,One year,Electronic check,37.2,520.33,1,4,0
C11439,52,Month-to-month,Bank transfer,40.26,2192.1,1,6,0
C11440,32,Month-to-month,Mailed check,24.59,762.36,0,8,0
C11441,55,Month-to-month,Credit card,19.22,1075.73,0,6,0
C11442,8,One year,Bank transfer,63.98,511.81,1,6,0
C11443,24,Month-to-month,Mailed check,22.36,532.88,1,7,0
C11444,51,Month-to-month,Credit card,64.12,3217.53,0,7,1
C11445,40,Month-to-month,Mailed check,58.74,2486.52,0,7,0
C11446,23,Month-to-month,Electronic check,57.91,1288.59,0,5,1
C11447,38,Two year,Bank transfer,41.23,1545.7,1,8,0
C11448,7,Month-to-month,Electronic check,24.82,177.49,1,8,1
C11449,63,Two year,Credit card,68.03,4147.52,1,3,0
C11450,15,One year,Bank transfer,52.79,771.19,1,3,0
C11451,57,Month-to-month,Mailed check,39.36,2427.55,1,4,0
C11452,60,One year,Bank transfer,76.88,4983.54,1,4,0
C11453,29,One year,Mailed check,100.96,2964.91,0,8,0
C11454,12,Month-to-month,Mailed check,81.61,972.01,0,8,0
C11455,34,Month-to-month,Credit card,97.3,3218.07,1,3,0
C11456,28,One year,Bank transfer,54.33,1607.55,1,3,0
C11457,40,One year,Mailed check,102.06,3915.53,0,2,1
C11458,67,One year,Bank transfer,43.32,3018.91,1,7,0
C11459,26,Month-to-month,Electronic check,20.94,530.14,1,2,0
C11460,57,One year,Mailed check,78.57,4869.82,1,2,0
C11461,58,Month-to-month,Mailed check,50.93,2689.52,0,2,0
C11462,18,Month-to-month,Credit card,74.11,1306.11,1,6,0
C11463,4,One year,Bank transfer,75.69,316.25,0,1,0
C11464,8,Month-to-month,Electronic check,71.32,599.62,0,2,0
C11465,52,Month-to-month,Electronic check,68.23,3648.59,0,7,0
C11466,11,Two year,Credit card,34.22,356.79,1,4,0
C11467,6,One year,Mailed check,66.83,421.71,0,4,0
C11468,17,Month-to-month,Bank transfer,57.53,,1,1,0
C11469,53,One year,Electronic check,38.41,1925.6,0,4,0
C11470,10,One year,Bank transfer,69.93,659.13,0,7,0
C11471,36,Month-to-month,Bank transfer,70.11,2652.26,0,4,0
C11472,33,Month-to-month,Bank transfer,64.07,1989.39,1,7,1
C11473,13,One year,Mailed check,38.41,537.94,1,4,0
C11474,6,One year,Mailed check,75.82,455.93,1,4,0
C11475,23,Two year,Mailed check,68.96,1572.72,1,6,0
C11476,62,Month-to-month,Bank transfer,99.09,6286.57,0,2,0
C11477,6,Two year,Bank transfer,112.88,661.22,1,8,0
C11478,6,Month-to-month,Mailed check,117.04,671.34,1,2,0
C11479,4,Two year,Bank transfer,32.47,120.02,1,4,0
C11480,3,Two year,Credit card,35.81,112.26,0,2,0
C11481,71,Month-to-month,Electronic check,89.69,6662.74,1,2,0
C11482,48,Month-to-month,Credit card,62.11,2787.51,1,7,1
C11483,8,Two year,Bank transfer,90.41,766.96,1,4,1
C11484,24,Month-to-month,Credit card,100.66,2444.32,0,7,0
C11485,6,Month-to-month,Electronic check,79.0,478.23,1,8,1
C11486,70,Month-to-month,Bank transfer,92.99,6084.85,1,7,0
C11487,44,One year,Mailed check,101.05,4322.0,1,7,0
C11488,17,Month-to-month,Bank transfer,83.84,1536.38,1,3,0
C11489,18,One year,Mailed check,104.81,2009.09,0,4,0
C11490,14,Two year,Electronic check,71.0,1080.38,0,5,0
C11491,29,One year,Bank transfer,67.9,1988.18,1,6,0
C11492,50,Month-to-month,Bank transfer,94.48,4856.72,0,4,0
C11493,24,One year,Electronic check,68.51,1559.34,0,5,0
C11494,69,One year,Mailed check,20.4,1300.93,0,5,0
C11495,9,Month-to-month,Credit card,115.0,1068.45,1,6,1
C11496,43,Month-to-month,Mailed check,48.99,2182.03,1,1,0
C11497,44,Month-to-month,Credit card,105.84,4584.96,1,2,0
C11498,62,Two year,Credit card,21.94,1353.44,1,2,0
C11499,12,Month-to-month,Bank transfer,42.62,493.32,1,1,0
C11500,57,Month-to-month,Credit card,27.69,1715.81,0,1,0
C11501,59,Month-to-month,Credit card,99.73,5984.88,0,5,0
C11502,57,Month-to-month,Mailed check,22.06,1159.26,1,7,0
C11503,25,Month-to-month,Mailed check,18.58,422.13,0,7,0
C11504,63,Month-to-month,Credit card,100.46,5904.22,0,2,0
C11505,72,Month-to-month,Credit card,55.4,4155.06,1,1,0
C11506,69,Month-to-month,Credit card,21.42,1349.97,1,7,0
C11507,45,Month-to-month,Mailed check,110.47,4498.01,0,2,1
C11508,25,Month-to-month,Bank transfer,74.85,2047.47,1,2,0
C11509,14,One year,Mailed check,38.65,567.79,1,3,0
C11510,65,One year,Electronic check,71.51,4465.33,1,1,0
C11511,31,Two year,Mailed check,37.24,1149.53,1,8,0
C11512,69,Two year,Electronic check,32.9,2434.09,0,3,0
C11513,9,One year,Mailed check,81.95,802.1,1,6,0
C11514,55,Month-to-month,Bank transfer,97.62,5553.43,0,4,0
C11515,28,One year,Mailed check,66.9,1776.3,1,3,0
C11516,9,Month-to-month,Electronic check,60.57,574.89,0,3,1
C11517,35,Month-to-month,Bank transfer,48.96,1835.4,1,5,0
C11518,71,Two year,Mailed check,65.87,5121.28,0,8,0
C11519,8,Month-to-month,Bank transfer,113.28,872.36,1,4,0
C11520,72,Month-to-month,Bank transfer,37.57,2585.22,1,7,0
C11521,24,One year,Mailed check,99.83,2485.58,1,4,0
C11522,41,Month-to-month,Credit card,77.34,3313.37,0,2,0
C11523,26,One year,Bank transfer,36.67,904.92,1,6,0
C11524,72,Month-to-month,Bank transfer,32.93,2192.87,0,5,0
C11525,50,Month-to-month,Mailed check,100.82,4995.39,1,8,0
C11526,35,Month-to-month,Credit card,38.32,1375.56,0,7,0
C11527,55,Month-to-month,Electronic check,32.25,1866.03,0,6,0
C11528,8,Month-to-month,Bank transfer,31.0,233.36,0,7,0
C11529,1,Month-to-month,Bank transfer,46.99,44.36,0,4,0
C11530,70,Month-to-month,Mailed check,33.47,2189.13,1,4,0
C11531,69,One year,Mailed check,27.3,1742.26,1,8,0
C11532,30,Month-to-month,Mailed check,108.97,3012.4,0,5,1
C11533,49,Month-to-month,Mailed check,28.24,1442.55,0,7,0
C11534,49,Two year,Credit card,20.35,1073.29,1,4,0
C11535,67,Month-to-month,Electronic check,68.9,4714.68,1,8,0
C11536,48,Month-to-month,Credit card,39.13,1842.59,1,6,0
C11537,29,Month-to-month,Credit card,115.99,3331.58,0,2,0
C11538,44,Month-to-month,Electronic check,68.08,2749.56,1,7,0
C11539,46,Two year,Bank transfer,66.81,3290.63,0,4,0
C11540,25,Two year,Credit card,55.19,1436.9,0,2,0
C11541,70,Month-to-month,Electronic check,71.58,4658.89,1,8,0
C11542,23,Month-to-month,Bank transfer,35.0,864.86,0,4,0
C11543,22,Month-to-month,Credit card,114.09,2267.61,0,4,0
C11544,9,Month-to-month,Electronic check,45.44,431.78,0,2,0
C11545,22,Month-to-month,Mailed check,43.06,1014.66,0,6,0
C11546,2,Month-to-month,Electronic check,58.17,115.62,0,1,0
C11547,47,One year,Bank transfer,65.17,3191.76,1,3,0
C11548,5,Month-to-month,Credit card,31.86,160.22,1,8,0
C11549,70,Month-to-month,Credit card,108.66,8041.86,1,6,0
C11550,51,One year,Credit card,35.02,1894.91,1,3,0
C11551,47,Two year,Electronic check,79.65,3650.67,1,7,0
C11552,25,One year,Mailed check,62.42,1674.48,0,8,0
C11553,38,Month-to-month,Mailed check,19.67,710.52,0,8,0
C11554,47,Two year,Credit card,31.3,1602.83,0,4,0
C11555,37,Month-to-month,Bank transfer,65.44,2216.98,1,7,0
C11556,70,Month-to-month,Credit card,24.91,,1,4,0
C11557,12,Month-to-month,Bank transfer,24.11,261.78,0,6,0
C11558,58,Month-to-month,Bank transfer,47.06,2938.85,0,2,0
C11559,65,Month-to-month,Electronic check,119.86,7526.25,0,7,0
C11560,34,Month-to-month,Mailed check,27.51,915.59,1,5,1
C11561,17,Month-to-month,Mailed check,60.59,1039.72,0,7,1
C11562,0,Two year,Mailed check,105.6,0.0,1,8,0
C11563,21,Two year,Credit card,29.65,637.19,1,6,0
C11564,33,One year,Bank transfer,82.42,2811.11,1,3,0
C11565,35,Two year,Mailed check,41.07,1432.68,0,7,0
C11566,63,Two year,Credit card,23.23,1348.31,1,5,0
C11567,28,Two year,Mailed check,65.36,1902.32,0,2,0
C11568,51,Month-to-month,Bank transfer,48.51,2534.9,0,3,0
C11569,40,Two year,Electronic check,62.43,2454.36,1,3,0
C11570,47,Month-to-month,Mailed check,67.63,3234.82,1,7,0
C11571,36,Month-to-month,Mailed check,52.28,2015.03,1,7,0
C11572,1,Month-to-month,Credit card,68.25,74.96,0,3,1
C11573,17,Month-to-month,Bank transfer,87.23,1346.61,1,2,0
C11574,4,Two year,Electronic check,118.79,502.68,0,4,0
C11575,62,Month-to-month,Bank transfer,80.77,4645.8,0,5,0
C11576,20,One year,Electronic check,68.63,1244.13,0,5,0
C11577,60,Two year,Bank transfer,115.07,7116.14,1,5,0
C11578,30,One year,Bank transfer,85.96,2558.83,0,4,0
C11579,7,One year,Electronic check,33.06,215.19,1,3,1
C11580,40,One year,Credit card,62.4,2714.37,0,5,0
C11581,4,Month-to-month,Credit card,37.53,136.05,0,1,0
C11582,23,Two year,Credit card,85.15,1938.71,1,6,0
C11583,54,One year,Mailed check,18.76,995.98,0,5,0
C11584,18,Month-to-month,Mailed check,42.48,826.93,1,5,0
C11585,1,One year,Bank transfer,99.62,89.71,1,6,0
C11586,64,Month-to-month,Mailed check,51.92,3581.79,1,7,0
C11587,25,Month-to-month,Electronic check,64.41,1463.56,1,8,0
C11588,8,Month-to-month,Credit card,112.76,962.48,0,6,1
C11589,4,Two year,Bank transfer,58.27,211.66,0,4,0
C11590,50,Month-to-month,Electronic check,115.78,5229.02,1,7,0
C11591,39,One year,Electronic check,68.66,2827.52,0,5,0
C11592,49,One year,Bank transfer,36.08,1833.36,0,1,0
C11593,61,Month-to-month,Mailed check,112.97,7108.18,1,3,0
C11594,54,Month-to-month,Mailed check,54.87,3258.02,1,5,0
C11595,9,Two year,Electronic check,105.01,863.05,0,4,0
C11596,34,Two year,Electronic check,96.02,3264.98,1,2,0
C11597,65,Month-to-month,Bank transfer,98.12,6190.6,1,2,0
C11598,32,One year,Electronic check,119.2,3693.94,0,3,0
C11599,24,Month-to-month,Bank transfer,21.04,464.92,1,7,0
C11600,27,Month-to-month,Credit card,96.89,2791.05,0,4,0
C11601,71,One year,Credit card,50.87,3900.69,1,4,0
C11602,45,Month-to-month,Bank transfer,84.17,4143.37,1,1,0
C11603,12,One year,Electronic check,78.47,951.73,1,8,0
C11604,15,One year,Electronic check,98.19,1417.49,1,4,0
C11605,13,Month-to-month,Bank transfer,85.81,1185.96,0,5,0
C11606,52,Two year,Bank transfer,25.66,1309.47,1,5,0
C11607,23,One year,Mailed check,113.0,2398.03,0,6,0
C11608,40,Two year,Mailed check,76.79,2794.59,0,4,0
C11609,69,Two year,Electronic check,100.78,6398.12,1,5,0
C11610,39,Two year,Credit card,27.48,1123.4,1,5,0
C11611,0,Month-to-month,Credit card,22.34,0.0,1,7,0
C11612,71,Two year,Mailed check,26.36,1927.14,0,3,0
C11613,2,Month-to-month,Mailed check,35.28,63.58,0,7,0
C11614,24,Month-to-month,Mailed check,24.06,541.92,0,7,0
C11615,51,Two year,Credit card,110.9,5372.01,1,5,0
C11616,53,Month-to-month,Credit card,18.15,979.41,0,7,0
C11617,23,Two year,Electronic check,116.65,2796.21,0,3,1
C11618,5,One year,Credit card,31.56,172.3,0,5,0
C11619,14,Two year,Electronic check,60.16,833.32,1,4,0
C11620,15,Two year,Bank transfer,117.68,1745.22,1,5,0
C11621,26,Month-to-month,Mailed check,106.74,2769.09,0,8,1
C11622,0,Month-to-month,Mailed check,24.26,0.0,0,8,0
C11623,14,Two year,Mailed check,46.91,692.08,0,7,0
C11624,8,One year,Bank transfer,48.93,368.03,0,8,0
C11625,49,Month-to-month,Credit card,40.5,2096.03,0,1,0
C11626,70,Month-to-month,Mailed check,29.2,2121.63,1,5,0
C11627,39,One year,Electronic check,24.42,1028.34,0,4,0
C11628,71,Two year,Mailed check,82.01,6356.79,0,3,0
C11629,70,Month-to-month,Bank transfer,18.15,1171.01,0,3,0
C11630,32,One year,Bank transfer,77.79,2288.19,1,6,0
C11631,31,Month-to-month,Bank transfer,54.4,1684.09,0,6,0
C11632,9,Month-to-month,Mailed check,41.59,371.85,0,4,0
C11633,13,One year,Credit card,91.28,1119.83,0,4,1
C11634,52,Month-to-month,Bank transfer,83.59,3993.28,1,4,0
C11635,11,Two year,Mailed check,22.51,,1,3,0
C11636,62,Two year,Mailed check,99.16,5642.2,1,2,0
C11637,35,Month-to-month,Bank transfer,113.33,3591.23,1,3,1
C11638,2,One year,Mailed check,35.55,74.48,0,4,0
C11639,26,Month-to-month,Bank transfer,65.01,1730.37,1,4,1
C11640,26,Month-to-month,Bank transfer,103.14,2782.43,1,3,0
C11641,48,Month-to-month,Bank transfer,21.58,954.74,0,7,0
C11642,19,Month-to-month,Credit card,41.38,819.82,0,5,0
C11643,67,Two year,Bank transfer,108.41,7922.44,0,4,0
C11644,56,Month-to-month,Bank transfer,79.84,4386.82,0,4,0
C11645,11,Two year,Electronic check,99.25,1032.74,0,1,0
C11646,14,One year,Credit card,110.75,1556.07,0,1,0
C11647,16,Month-to-month,Electronic check,69.86,1126.48,0,4,1
C11648,11,Month-to-month,Bank transfer,73.99,802.12,0,1,0
C11649,28,One year,Electronic check,70.83,1952.35,1,2,0
C11650,41,Month-to-month,Bank transfer,119.26,,1,1,1
C11651,3,Two year,Electronic check,26.53,72.95,0,2,1
C11652,12,Month-to-month,Bank transfer,23.84,314.02,0,3,1
C11653,64,One year,Bank transfer,44.6,2911.69,0,3,0
C11654,62,Month-to-month,Electronic check,33.36,1991.43,1,1,0
C11655,59,Month-to-month,Electronic check,18.29,1052.76,1,4,0
C11656,66,Month-to-month,Mailed check,59.33,3847.62,0,4,0
C11657,41,Month-to-month,Electronic check,55.35,2373.56,0,7,0
C11658,60,Month-to-month,Mailed check,42.52,2697.4,1,6,1
C11659,67,Month-to-month,Electronic check,24.19,1739.12,0,2,0
C11660,71,Two year,Electronic check,44.68,3202.4,1,3,0
C11661,31,Month-to-month,Credit card,91.25,2772.01,0,2,1
C11662,18,One year,Bank transfer,92.05,1589.82,1,7,1
C11663,16,Month-to-month,Credit card,39.82,583.88,1,5,0
C11664,37,Two year,Credit card,33.98,1349.36,1,5,0
C11665,29,One year,Bank transfer,52.67,1433.24,0,5,0
C11666,10,Month-to-month,Bank transfer,59.94,600.96,1,5,0
C11667,2,One year,Electronic check,55.57,107.4,0,5,0
C11668,7,One year,Bank transfer,21.83,144.83,0,5,0
C11669,45,Month-to-month,Bank transfer,77.89,3665.2,0,7,0
C11670,11,Month-to-month,Credit card,71.67,805.16,0,1,1
C11671,25,Month-to-month,Mailed check,59.31,1346.1,1,4,0
C11672,9,Two year,Credit card,95.36,788.78,1,7,0
C11673,70,One year,Electronic check,19.09,,0,4,0
C11674,13,Month-to-month,Credit card,29.43,363.03,0,1,0
C11675,63,Month-to-month,Bank transfer,101.95,6958.09,0,7,0
C11676,50,Month-to-month,Bank transfer,31.66,1523.23,0,2,1
C11677,67,One year,Bank transfer,29.1,1844.94,1,4,0
C11678,3,One year,Credit card,37.86,116.0,0,4,0
C11679,57,Month-to-month,Bank transfer,60.66,3757.59,0,5,0
C11680,37,Month-to-month,Credit card,113.95,4326.17,0,6,0
C11681,63,Two year,Credit card,62.41,3630.27,0,2,0
C11682,2,Two year,Mailed check,107.23,208.51,0,4,0
C11683,3,Month-to-month,Credit card,25.41,83.13,0,2,0
C11684,43,Month-to-month,Credit card,69.93,3050.32,0,7,0
C11685,54,One year,Mailed check,81.36,4612.82,1,5,0
C11686,70,Month-to-month,Credit card,97.58,6471.89,1,5,0
C11687,67,Month-to-month,Electronic check,39.62,2417.44,1,2,0
C11688,2,One year,Electronic check,69.75,,0,5,1
C11689,57,Two year,Mailed check,59.09,3617.09,1,7,0
C11690,58,Month-to-month,Bank transfer,32.81,1955.04,1,7,0
C11691,72,Month-to-month,Electronic check,96.77,7599.09,1,4,0
C11692,28,Month-to-month,Mailed check,97.18,2755.82,1,7,0
C11693,2,Two year,Credit card,33.81,71.19,0,8,0
C11694,56,Month-to-month,Mailed check,49.57,2679.19,0,4,0
C11695,31,Two year,Mailed check,85.04,2809.18,0,5,0
C11696,15,Two year,Credit card,52.82,806.64,0,7,0
C11697,55,One year,Electronic check,97.93,5218.87,1,7,0
C11698,27,Month-to-month,Credit card,100.49,2857.84,0,3,0
C11699,43,Two year,Electronic check,43.7,1841.02,0,5,0
C11700,39,Two year,Bank transfer,81.86,3404.86,0,1,0
C11701,0,Month-to-month,Credit card,79.24,0.0,1,2,0
C11702,49,Month-to-month,Electronic check,26.28,,0,6,0
C11703,8,Month-to-month,Electronic check,80.43,616.81,1,2,0
C11704,41,Month-to-month,Credit card,96.91,4086.21,0,8,0
C11705,47,Month-to-month,Bank transfer,45.55,2116.31,1,8,0
C11706,57,Two year,Credit card,95.82,5566.95,1,3,0
C11707,11,One year,Credit card,91.95,1097.04,1,7,0
C11708,8,One year,Bank transfer,20.32,177.85,1,2,0
C11709,11,Two year,Bank transfer,54.5,580.88,0,4,0
C11710,69,Two year,Credit card,19.09,1206.19,0,2,0
C11711,28,One year,Mailed check,102.17,2842.3,1,3,0
C11712,48,Month-to-month,Mailed check,63.64,2910.9,1,5,1
C11713,41,Month-to-month,Credit card,47.99,1940.5,0,2,0
C11714,57,Month-to-month,Bank transfer,102.86,5903.1,1,8,0
C11715,63,One year,Mailed check,111.35,7483.6,0,1,0
C11716,68,Two year,Electronic check,82.08,5214.87,1,7,0
C11717,62,One year,Credit card,41.85,2789.16,1,4,0
C11718,65,Month-to-month,Bank transfer,59.66,3934.07,1,4,0
C11719,63,One year,Credit card,59.08,3705.9,0,8,0
C11720,63,Month-to-month,Credit card,70.86,4343.72,0,1,1
C11721,10,One year,Mailed check,36.41,376.76,1,6,0
C11722,46,Month-to-month,Bank transfer,72.99,3482.94,1,2,0
C11723,9,Month-to-month,Mailed check,25.42,231.89,0,6,0
C11724,5,One year,Bank transfer,41.99,228.98,1,1,0
C11725,42,One year,Mailed check,85.56,3598.81,1,5,0
C11726,43,Two year,Electronic check,84.02,3578.08,1,6,0
C11727,4,One year,Credit card,27.35,118.05,0,4,0
C11728,25,Month-to-month,Mailed check,20.67,504.39,1,5,1
C11729,59,Month-to-month,Credit card,57.22,3379.9,0,7,0
C11730,16,Month-to-month,Mailed check,68.38,1133.81,0,6,1
C11731,30,Month-to-month,Bank transfer,108.07,3164.9,1,7,0
C11732,72,Month-to-month,Electronic check,35.13,2707.67,0,6,0
C11733,67,Month-to-month,Credit card,38.0,2385.95,1,5,0
C11734,68,One year,Bank transfer,98.53,6761.92,0,4,0
